% # iter+eval+sigma+0+fitness+xbest, seed=335390, Tue Apr 28 15:27:11 2015
1 30 20.2801874914 0 5.69675202986 1.17494062511 12.7840123753
2 60 17.5573203481 0 10.7254856668 0.892928325096 5.37194475029
3 90 15.9044164783 0 27.5327608819 1.77925623068 16.1634595897
4 120 14.2796252467 0 8.20866843822 1.20903959676 2.96449998697
5 150 12.6932048361 0 3.73510010514 0.882766584559 -8.36078559527
6 180 12.2428001395 0 2.8853486811 0.955991049277 0.684918748526
7 210 9.81224129715 0 2.75494505104 1.06550713311 5.90016605172
8 240 10.2751091157 0 0.87756030274 1.02643142861 1.97363444656
9 270 10.8507072268 0 0.609109605753 1.02095581231 0.796322953936
10 300 10.1286407883 0 0.938630670664 0.991820309758 -1.34761191087
