% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=163979, Thu Aug 20 09:03:19 2015
1 2 9.94604617686e-07 1.00004989836 9.27286324722 9.2728632472198687e+00 9.76976629229 9.76976629229   
2 4 9.89521538246e-07 1.00004989836 9.27286324722 9.3509020171599158e+00 10.8080591253 10.8080591253   
3 6 9.84683820635e-07 1.00004989836 9.27286324722 9.8513388069765853e+00 12.8165013687 12.8165013687   
4 8 9.80054199635e-07 1.00004989836 9.27286324722 9.6248418330793690e+00 11.2101627684 11.2101627684   
5 10 9.75611742512e-07 1.00004989836 9.27286324722 9.8117638013193815e+00 10.3936919905 10.3936919905   
6 12 9.71325786827e-07 1.00004989836 9.27286324722 1.0245567162872362e+01 11.2853036122 11.2853036122   
7 14 9.67164510938e-07 1.00004989836 9.27286324722 1.0795868970655912e+01 11.79304479 11.79304479   
8 16 9.63087687396e-07 1.00004989836 9.27286324722 1.0255102495639246e+01 10.8641774401 10.8641774401   
9 18 9.59109452961e-07 1.00004989836 9.27286324722 1.0247171172085780e+01 11.7598722008 11.7598722008   
10 20 9.55202090194e-07 1.00004989836 9.27286324722 1.0695605349546188e+01 11.815634033 11.815634033   
11 22 9.5145069955e-07 1.00004989836 9.27286324722 1.1728254331713462e+01 12.7965714688 12.7965714688   
12 24 9.47793405898e-07 1.00004989836 9.27286324722 1.1787299119614053e+01 13.8277337623 13.8277337623   
13 26 9.44232219654e-07 1.00004989836 9.27286324722 1.1344269339364562e+01 11.7676601764 11.7676601764   
14 28 9.40760299122e-07 1.00004989836 9.27286324722 9.8898910254426937e+00 11.4443637748 11.4443637748   
15 30 9.37356421292e-07 1.00004989836 9.27286324722 1.0751965345442310e+01 11.8349922715 11.8349922715   
16 32 9.34003757167e-07 1.00004989836 9.27286324722 1.1338058072465083e+01 14.2970621062 14.2970621062   
17 34 9.30736953274e-07 1.00004989836 9.27286324722 1.1280043009955165e+01 14.3748379423 14.3748379423   
18 36 9.27489856167e-07 1.00004989836 9.27286324722 1.1810001624097408e+01 11.8186209802 11.8186209802   
19 38 9.24256959668e-07 1.00004989836 9.27286324722 1.2298443715084307e+01 12.8085165664 12.8085165664   
20 40 9.21115851762e-07 1.00004989836 9.27286324722 9.8257830765753731e+00 11.394799708 11.394799708   
